Date,GOOGL_Volatility,GOOG_Volatility,META_Volatility,FOXA_Volatility,FOX_Volatility,AMZN_Volatility,EBAY_Volatility,F_Volatility,TPR_Volatility,DECK_Volatility,MNST_Volatility,STZ_Volatility,WMT_Volatility,COST_Volatility,KVUE_Volatility,XOM_Volatility,EQT_Volatility,OKE_Volatility,DVN_Volatility,TRGP_Volatility,V_Volatility,MSCI_Volatility,PYPL_Volatility,BRO_Volatility,MMC_Volatility,RVTY_Volatility,HSIC_Volatility,BMY_Volatility,DVA_Volatility,A_Volatility,CPRT_Volatility,LDOS_Volatility,PCAR_Volatility,ODFL_Volatility,EMR_Volatility,NVDA_Volatility,AAPL_Volatility,MSFT_Volatility,ENPH_Volatility,FSLR_Volatility,MOS_Volatility,SHW_Volatility,CF_Volatility,ALB_Volatility,FCX_Volatility,PSA_Volatility,SPG_Volatility,MAA_Volatility,UDR_Volatility,CSGP_Volatility,AES_Volatility,NEE_Volatility,PPL_Volatility,CNP_Volatility,NRG_Volatility
2024-01-02,0.0233689968978725,0.0237061405506377,0.0279760424876452,0.0193504166205808,0.0150055697559122,0.0139031310100512,0.0192035897267301,0.0579995310347667,0.0241478896579163,0.047604638213026,0.0266693275272699,0.0142194440072174,0.0441234945792893,0.0382750689198456,0.0218128092695399,0.0127626908103794,0.029612625341732,0.015468571627635,0.0370560825721739,0.0185457481783102,0.0162271772931698,0.0259497006533869,0.0208022049431112,0.0423131612135928,0.0301894562349721,0.0720013464797982,0.0273010651185668,0.0384570651524823,0.1112322889478983,0.047853007830603,0.0368989154342878,0.0230671594569129,0.0118267935680565,0.0390907501942019,0.0388571546307671,0.0254983116768834,0.0269998469576214,0.0217491527799158,0.056741821120025,0.0358296705888568,0.0379717862741984,0.0188790978960991,0.0534247848958692,0.0887173168241446,0.0401976336898144,0.0439770436264259,0.0329292455371002,0.0274207945484227,0.0352012515838392,0.0227732083665488,0.0276764942444222,0.0338836803800444,0.0149307758574339,0.0307553780671492,0.0272294022848355
2024-01-03,0.0267003148598726,0.0272186633594071,0.0296156785734926,0.0181046381980565,0.0144326234614599,0.0142220584428119,0.0185693810296028,0.0512826973920206,0.0288299249087929,0.0517458091937241,0.0274034128418832,0.0143385307784501,0.0459708128645004,0.0369769974469384,0.0227737467548408,0.014784210050798,0.026388973285584,0.0158324439317297,0.0368037455972151,0.0183155463826583,0.0167285878074867,0.0257533649543017,0.0308474147584171,0.0410676232371674,0.0281289541402045,0.0676342262126425,0.0278377333159454,0.0354092777025604,0.1073031465099703,0.0566948069995686,0.0328405829565226,0.0251586272904567,0.0159949156036104,0.0394652346977093,0.0322748807917473,0.0270751673305691,0.0292353047753439,0.01927597580251,0.072798725636098,0.0358470257849563,0.0363096859034263,0.0260388633764363,0.0564388526904599,0.0774667595584683,0.0385565583139384,0.0400389159800523,0.0357846661048525,0.0254391358746303,0.0312331532299556,0.0275101059045182,0.0297291324446985,0.0306436373641338,0.0155599437810726,0.0317483630277574,0.0273411905164925
2024-01-04,0.0270037472318936,0.0277233893148342,0.0316103316936216,0.0171285496123914,0.0147041135548951,0.0184155139418062,0.0192332692630707,0.0449374431509483,0.030492592944067,0.0565792444252718,0.0277159651522993,0.01499561496874,0.0464361195779547,0.0352619269883348,0.0234176921970647,0.0173537422082734,0.0258269478395991,0.0161631455623002,0.0342911967970818,0.0183994717838908,0.0167116051946024,0.0262146567008507,0.0342849687393609,0.0389817463631409,0.026549217649999,0.06375022178893,0.028418431357484,0.0319686522224019,0.1002699779913041,0.0623088593172504,0.0278574073564481,0.0254365727923205,0.0211821942609429,0.039441315509956,0.0219988143460191,0.0275201428605943,0.0335668923978596,0.0165975012541931,0.088525181058971,0.0357504230342059,0.0342832926430377,0.0323855824962862,0.0579300230685468,0.0648366323305656,0.0317982513503856,0.037600657914343,0.0387571666342181,0.0249352379080385,0.0288831081550562,0.0313683736113159,0.0333748105824312,0.0263705842753064,0.0169431348050619,0.0322135808092515,0.027287083952497
2024-01-05,0.0267095444966332,0.0276540114049894,0.0338094964598572,0.0168185004812006,0.0162088212765076,0.0189886617013825,0.0185539782353163,0.0401755066493421,0.0313944610430982,0.0634772033610506,0.0271653161253617,0.0177453791212742,0.0460649583284578,0.0332052935539962,0.0181961111587186,0.0212664515795992,0.0305659672388823,0.0155655327337244,0.0341210150400026,0.0184126208832005,0.0167866595089072,0.026173725617327,0.0370168832819573,0.0370673069559074,0.0251995919699378,0.0596384563656066,0.0301562657514946,0.0280809420732903,0.0921913699798046,0.0682262781719849,0.0257296047702025,0.024064136091134,0.0263068781120994,0.0382925768219208,0.0204957744245574,0.0315834784154671,0.0373795335281993,0.0155646113340639,0.1006561954762531,0.0367548153520871,0.0292261468534127,0.0381712714243784,0.0584556426132106,0.0490508509053839,0.0275909337041039,0.0355586149543507,0.0433662820289158,0.0264460549930949,0.0281508313376733,0.0344761435770336,0.0371553049717909,0.0267700364476602,0.0163533602608745,0.0323221193530574,0.0275749502594436
2024-01-08,0.0264973291429702,0.0273535752854907,0.035549207432752,0.0186954223451565,0.0193140882738285,0.0195078422668039,0.019152333303076,0.0378687228100679,0.0323796896394649,0.0656428461235829,0.0269718324363932,0.0207601672884861,0.0461436801405272,0.0319109128909027,0.0185328426350442,0.0231401291909804,0.0330321768162702,0.0157238477210834,0.0342314754371678,0.0176570873545492,0.016339514181365,0.025008412382164,0.0371198018010817,0.0346331457394767,0.0245897261108125,0.0559633335504685,0.0304575576672658,0.0222602587970952,0.0871313815283323,0.0707544105108134,0.0237433284208579,0.022617706067676,0.0283270893780252,0.0388978475594846,0.019708330995039,0.0399164095729653,0.0385119277739801,0.0147300675797328,0.1076712002454797,0.0397128436514629,0.0238357783630731,0.043286293242352,0.0574327234714418,0.0452568286622397,0.0250203667591099,0.0339549951408473,0.0475805327126965,0.0265453835619165,0.0258595896195824,0.0345561195241379,0.0401705030788594,0.0267184289552701,0.0169259194143359,0.0313220195247232,0.0279727478715107
2024-01-09,0.0267827119700111,0.0275788271199858,0.0359981071872587,0.0187730676403597,0.0190809405545914,0.0192697052629746,0.0204922453999328,0.0412906899863648,0.0363003842415307,0.0664230224234497,0.028346445355109,0.025683335241452,0.0461246421909564,0.0308655388610636,0.018448463033687,0.0233835062561289,0.0347082320812391,0.0138930247417773,0.0336494385297127,0.0156927346309609,0.0149924541472668,0.0226125070393519,0.0377270519813508,0.0314973774179249,0.0241135137886114,0.0528884085393503,0.0280522970157393,0.020558559108869,0.077565513298013,0.0729070347017044,0.0225234855204018,0.0205667870335195,0.0301941632149691,0.039469566295883,0.0197494407026482,0.0458629419585013,0.0386595083214231,0.0112186359259572,0.1097934555252332,0.0423164906960929,0.0243270159971022,0.0467933614254919,0.0553602353188619,0.051052388249949,0.0269944348065074,0.0349451104481474,0.052213285096753,0.027520043159006,0.0266034185482573,0.0342554193943192,0.041971391821705,0.0258555427774924,0.0175155713248786,0.0298496019760332,0.0280839055853612
2024-01-10,0.0283395024415693,0.0292629667237618,0.038501749554696,0.0203826366840139,0.0208291945102526,0.0193698325085552,0.0220411196960747,0.0445919361358309,0.0396399373020791,0.0670641325506689,0.0284446508453463,0.029067673538098,0.0448496922249587,0.0297552712141369,0.0182844627943434,0.023108322693115,0.0356196969201727,0.0143625287912301,0.0315697974403015,0.0148186489002444,0.0144864473630182,0.019747586536463,0.038469271696536,0.0280395923488019,0.0233158304744623,0.0480118193512981,0.0284891919630788,0.0210415915722328,0.0606647361392668,0.0744463072435936,0.0213493771230808,0.0193472995264103,0.0342378394417119,0.0386513097921657,0.0187370383563525,0.0538513225603049,0.0392365013647639,0.0134543321159009,0.1122763316699198,0.0427220441456395,0.0252397450909727,0.0498799978317226,0.0526409602914204,0.0535536163930662,0.0288148896239581,0.0382173335229392,0.0555249295666714,0.0261870782524737,0.0238636900993048,0.0355281708092318,0.0429342261394212,0.0250645048334459,0.0175155510611872,0.0285880709135759,0.0278008414001154
2024-01-11,0.0297343872510142,0.0308914535382355,0.0387934460787508,0.0245810977196069,0.0244596965660626,0.0197488585518773,0.0230995015581238,0.0493865544573534,0.0417380395978074,0.0662568011590798,0.0278281492875178,0.0320822676196573,0.0410243749259867,0.0294487898723969,0.0174354497544287,0.0212576953077534,0.0331321768143539,0.0149959522863224,0.0262129469245289,0.014731934115162,0.0125227571551336,0.0196989105853643,0.0386175031047753,0.0234647129825818,0.0211545302758605,0.0399975721942156,0.0313684408893987,0.0211431358107617,0.0483727953155057,0.0749302807350711,0.0181579712408016,0.0182644530391562,0.0366050701548357,0.0379653222653709,0.018932784480724,0.058399233553683,0.0390014004404654,0.0139063185803481,0.1147749823538749,0.0436858040715155,0.0271207292396573,0.0520465434285467,0.0477668142740133,0.0624989188293827,0.0296575845204383,0.0421535863084644,0.0582111950120977,0.0263375799792133,0.0240767446841233,0.0360196854668977,0.0466126097185133,0.0243210253085595,0.0176673527163179,0.027116339634184,0.0286087725185341
2024-01-12,0.0302851179239141,0.0314452149433681,0.0376670397076128,0.0267017563473333,0.0258783242394455,0.0194374807488881,0.0277939843588938,0.0548316637609065,0.0499479733595,0.0640613998746622,0.0274576986035225,0.0330519630412489,0.0363945001023101,0.0293392783571076,0.0185935827107294,0.0194692574381856,0.0317329796532387,0.0148222869333808,0.0240827522755274,0.0146782328999881,0.0100075812492601,0.0233376959375854,0.04162563368595,0.0168390708925226,0.0163846704869424,0.0400405847556713,0.0365173784110413,0.0243644672939124,0.0396790442563018,0.0762977301568869,0.0167972774203071,0.0161546121681578,0.040330395594394,0.0350403677732726,0.0209626332598128,0.0595812733918542,0.038774538881801,0.0161991005052375,0.1244088077707904,0.035621361072001,0.0352644431524093,0.0553045447536253,0.0438671015845728,0.0833361796258022,0.0351341442758612,0.0467120574516472,0.0620355991506329,0.0297802743487644,0.0286340093753148,0.0378304064656719,0.0546725936668297,0.0280220963691278,0.020560065877209,0.0268383135178245,0.0279718311601546
2024-01-16,0.0294200421844177,0.0305868556500195,0.0351509245083793,0.0265975713321533,0.0257140556262693,0.0193663101564907,0.0346850667161791,0.0688616997421832,0.0631098224202682,0.0623405747489989,0.0262557313888112,0.0335466904750651,0.025972516662749,0.0254410416009369,0.0212446631894328,0.0204738257095218,0.032076736598141,0.0158404066795117,0.0336134379355647,0.0158749703467372,0.0089488763337593,0.0258573846364201,0.0487972097442031,0.0228473346257703,0.0214642716495101,0.0475135494192255,0.0424026809351075,0.0257471686518646,0.0367680211148669,0.0769640128669894,0.0152950341098386,0.0147912060139134,0.0436448754814304,0.0318602976131362,0.0320620772948585,0.0631745844002394,0.0387418131137121,0.0219134496029925,0.1443311400061707,0.0480814541382282,0.0448379793818535,0.0577746251688172,0.0409431940130189,0.1035910603144435,0.0560745142976791,0.0547661844207403,0.0672169090866626,0.032789577749257,0.0367564353443315,0.0412137314175017,0.064436337931087,0.0303758378224992,0.0232256165276506,0.0251582373390772,0.0251024982126423
